DAY,MAX_T,MIN_T,HUM,SMOKE
Jan-01,22.0,14.0,59.0,2.5
Jan-02,22.17747094829211,13.703079357059877,61.11402261734904,2.732314749039103
Jan-03,22.349616695748065,13.418871780066587,63.12259120565538,2.9563612949293328
Jan-04,22.516437242367882,13.147377269020131,65.02570576491901,3.1721396376706905
Jan-05,22.67793258815154,12.888595823920504,66.8233662951399,3.3796497772631744
Jan-06,22.834102733099055,12.642527444767707,68.51557279631811,3.578891713706785
Jan-07,22.984947677210425,12.409172131561748,70.10232526845361,3.7698654470015236
Jan-08,23.130467420485637,12.188529884302614,71.5836237115464,3.952570977147388
Jan-09,23.270661962924702,11.980600702990316,72.95946812559646,4.127008304144379
Jan-10,23.405531304527628,11.78538458762485,74.22985851060382,4.293177427992499
Jan-11,23.535075445294396,11.602881538206216,75.39479486656847,4.451078348691745
Jan-12,23.65929438522502,11.433091554734414,76.45427719349043,4.600711066242118
Jan-13,23.778188124319495,11.276014637209444,77.40830549136966,4.742075580643618
Jan-14,23.89175666257782,11.131650785631305,78.25687976020617,4.875171891896246
Jan-15,24.0,11.0,79.0,5.0
Jan-16,24.102918136586023,10.881062280315522,79.63766621075108,5.1165599049548804
Jan-17,24.200511072335907,10.774837626577883,80.1698783924595,5.22485160676089
Jan-18,24.29277880724964,10.68132603878707,80.59663654512515,5.324875105418024
Jan-19,24.379721341327222,10.600527516943092,80.91794066874814,5.4166304009262864
Jan-20,24.461338674568655,10.532442061045945,81.13379076332839,5.500117493285676
Jan-21,24.537630806973947,10.47706967109563,81.24418682886596,5.575336382496192
Jan-22,24.60859773854308,10.434410347092147,81.24912886536077,5.642287068557835
Jan-23,24.674239469276067,10.404464089035498,81.14861687281292,5.700969551470605
Jan-24,24.734555999172912,10.38723089692568,80.94265085122235,5.751383831234502
Jan-25,24.789547328233606,10.382710770762692,80.63123080058908,5.7935299078495275
Jan-26,24.839213456458147,10.390903710546539,80.21435672091306,5.827407781315678
Jan-27,24.883554383846544,10.411809716277215,79.69202861219436,5.853017451632956
Jan-28,24.92257011039879,10.445428787954725,79.06424647443295,5.870358918801362
Jan-29,24.95626063611489,10.491760925579065,78.33101030762882,5.879432182820895
Jan-30,24.98462596099484,10.550806129150239,77.49232011178196,5.880237243691553
Jan-31,25.009004020683427,10.621290198506891,76.56406399404287,5.874575722027933
fev-1,25.037422429049396,10.695567932680925,75.64157059731416,5.873257341517598
fev-2,25.071219121737528,10.772365131510979,74.74072802874629,5.878083722775139
fev-3,25.11039409874781,10.851681794997061,73.86153628833924,5.889054865800556
fev-4,25.154947360080268,10.933517923139165,73.00399537609303,5.906170770593851
fev-5,25.20487890573488,11.017873515937298,72.16810529200768,5.929431437155025
fev-6,25.26018873571166,11.104748573391454,71.35386603608315,5.958836865484074
fev-7,25.320876850010606,11.194143095501634,70.56127760831946,5.994387055581002
fev-8,25.386943248631702,11.286057082267842,69.7903400087166,6.036082007445806
fev-9,25.458387931574975,11.380490533690077,69.04105323727458,6.083921721078488
fev-10,25.5352108988404,11.47744344976833,68.31341729399338,6.137906196479046
fev-11,25.617412150428,11.576915830502616,67.60743217887304,6.198035433647483
fev-12,25.704991686337753,11.678907675892923,66.92309789191353,6.264309432583796
fev-13,25.797949506569672,11.783418985939257,66.26041443311485,6.336728193287987
fev-14,25.89628561112375,11.890449760641614,65.619381802477,6.415291715760054
fev-15,26.0,12.0,65.0,6.5
fev-16,26.1090926731984,12.112069704014406,64.40226902568382,6.590853046007821
fev-17,26.223563630718978,12.226658872684842,63.8261888795285,6.687850853783521
fev-18,26.343412872561707,12.3437675060113,63.271759561534,6.790993423327098
fev-19,26.468640398726603,12.463395603993785,62.73898107170034,6.900280754638553
fev-20,26.599246209213664,12.585543166632295,62.22785341002751,7.015712847717884
fev-21,26.735230304022878,12.71021019392683,61.73837657651552,7.137289702565091
fev-22,26.87659268315427,12.83739668587739,61.27055057116437,7.265011319180177
fev-23,27.023333346607817,12.967102642483976,60.82437539397405,7.398877697563142
fev-24,27.175452294383525,13.099328063746587,60.39985104494457,7.538888837713981
fev-25,27.3329495264814,13.234072949665222,59.99697752407593,7.6850447396326995
fev-26,27.495825042901437,13.371337300239887,59.615754831368136,7.837345403319294
fev-27,27.66407884364363,13.511121115470571,59.25618296682114,7.995790828773766
fev-28,27.837710928708,13.653424395357284,58.918261930435015,8.160381015996116
ma-1,28.016721298094517,13.79824713990002,58.60199172220972,8.331115964986342
ma-2,28.19556104199029,13.94512858709684,58.31019098620677,8.501023200048136
ma-3,28.368681250582366,14.093607974945796,58.04567836648768,8.663130245485188
ma-4,28.536081923870764,14.243685303446892,57.80845386305246,8.817437101297504
ma-5,28.697763061855472,14.395360572600119,57.59851747590109,8.963943767485071
ma-6,28.853724664536504,14.548633782405487,57.4158692050336,9.1026502440479
ma-7,29.00396673191385,14.703504932862995,57.260509050449976,9.233556530985988
ma-8,29.148489263987504,14.859974023972635,57.13243701215019,9.356662628299333
ma-9,29.287292260757482,15.018041055734418,57.03165309013429,9.47196853598794
ma-10,29.420375722223778,15.177706028148336,56.95815728440225,9.579474254051803
ma-11,29.54773964838639,15.338968941214395,56.91194959495407,9.679179782490925
ma-12,29.669384039245315,15.50182979493259,56.893030021789755,9.771085121305305
ma-13,29.785308894800558,15.666288589302921,56.90139856490931,9.855190270494944
ma-14,29.895514215052113,15.83234532432539,56.93705522431271,9.931495230059843
ma-15,30.0,16.0,57.0,10.0
ma-16,30.098766249644182,16.16925261632674,57.09023289197113,10.060704580315413
ma-17,30.191812963984695,16.340103173305625,57.20775390022614,10.113608971006089
ma-18,30.279140143021515,16.512551670936645,57.352563024765,10.15871317207202
ma-19,30.360747786754658,16.6865981092198,57.52466026558773,10.196017183513211
ma-20,30.43663589518411,16.862242488155097,57.72404562269432,10.22552100532966
ma-21,30.506804468309888,17.03948480774253,57.95071909608478,10.24722463752137
ma-22,30.571253506131974,17.2183250679821,58.2046806857591,10.261128080088339
ma-23,30.629983008650374,17.398763268873807,58.485930391717275,10.267231333030562
ma-24,30.682992975865105,17.580799410417654,58.794468213959334,10.265534396348048
ma-25,30.73028340777614,17.76443349261364,59.13029415248525,10.25603727004079
ma-26,30.771854304383496,17.949665515461756,59.49340820729501,10.238739954108793
ma-27,30.807705665687166,18.13649547896202,59.883810378388645,10.213642448552052
ma-28,30.837837491687146,18.32492338311441,60.30150066576615,10.18074475337057
ma-29,30.86224978238345,18.514949227918944,60.74647906942751,10.140046868564347
ma-30,30.880942537776065,18.706573013375614,61.21874558937273,10.091548794133384
ma-31,30.894537849620725,18.898764694209323,61.713631969906615,10.039147768564389
ap-1,30.906768268451696,19.085343998769453,62.203128676857844,10.006227222777607
ap-2,30.918255886024728,19.265280881780907,62.68256745453123,9.996684395259757
ap-3,30.929000702339795,19.438575343243677,63.15194830292675,10.010519286010831
ap-4,30.9390027173969,19.60522738315777,63.6112712220444,10.047731895030832
ap-5,30.94826193119605,19.765237001523182,64.0605362118842,10.10832222231976
ap-6,30.956778343737252,19.91860419833992,64.49974327244614,10.192290267877613
ap-7,30.964551955020493,20.06532897360798,64.92889240373023,10.299636031704395
ap-8,30.97158276504578,20.205411327327354,65.34798360573645,10.430359513800102
ap-9,30.977870773813105,20.338851259498053,65.75701687846481,10.584460714164736
ap-10,30.98341598132248,20.465648770120076,66.15599222191533,10.761939632798297
ap-11,30.988218387573895,20.58580385919342,66.54490963608798,10.962796269700785
ap-12,30.992277992567352,20.69931652671808,66.92376912098277,11.187030624872198
ap-13,30.99559479630286,20.80618677269407,67.2925706765997,11.43464269831254
